left_hip_yaw,right_hip_yaw,torso,left_hip_roll,right_hip_roll,left_shoulder_pitch,right_shoulder_pitch,left_hip_pitch,right_hip_pitch,left_shoulder_roll,right_shoulder_roll,left_knee,right_knee,left_shoulder_yaw,right_shoulder_yaw,left_ankle,right_ankle,left_elbow,right_elbow
-1.3930366039276123,-10.942056655883789,10.98258113861084,0.8649543523788452,-22.813093185424805,1.2398333549499512,2.3177154064178467,-3.559631824493408,-10.351578712463379,-6.618145942687988,-1.2132831811904907,7.263973236083984,16.680660247802734,-2.266361713409424,0.5823782682418823,-10.186767578125,-6.061840057373047,0.052411582320928574,1.5408134460449219
3.216280460357666,1.839903712272644,-1.794705867767334,6.345073699951172,-9.400938987731934,-0.09560912847518921,3.455965995788574,-2.838955879211426,12.039710998535156,-1.3478275537490845,-2.7361505031585693,10.300802230834961,9.514381408691406,0.047546256333589554,0.1283477395772934,-4.12367057800293,-2.9280407428741455,1.3615413904190063,2.3031880855560303
2.0654520988464355,1.0631396770477295,0.2840321362018585,6.405737400054932,-6.273868083953857,0.9076892733573914,0.5518220067024231,-6.316985130310059,12.186518669128418,-0.06282959133386612,-0.3661152422428131,-10.171669960021973,-6.819751262664795,0.6059475541114807,-0.476932168006897,-0.042105354368686676,-0.26296359300613403,0.9657721519470215,-0.5458613634109497
0.3662167191505432,-1.6359837055206299,2.77595853805542,3.488818407058716,3.3280398845672607,2.649683952331543,-2.025484561920166,-11.254398345947266,-2.9422755241394043,-0.4433480203151703,0.22539225220680237,-25.0811824798584,-28.527599334716797,0.3415861427783966,-0.07764887064695358,0.22586052119731903,0.7716690301895142,-0.05586029589176178,-1.63125479221344
-3.5562779903411865,-2.702052354812622,8.266024589538574,-1.288846731185913,12.672281265258789,3.4346871376037598,-4.937164306640625,-13.767914772033691,-8.317273139953613,-1.5613967180252075,0.8405033349990845,-28.56477928161621,-33.780494689941406,-0.4131999611854553,0.6190267205238342,-4.118793487548828,0.6114006638526917,-0.7263773679733276,-1.1436654329299927
-4.735940456390381,-0.29913583397865295,7.451404571533203,-2.6838719844818115,10.66767406463623,1.9081649780273438,-3.745206356048584,-4.897533893585205,-2.4682118892669678,-1.0829275846481323,0.8497349619865417,-32.99571228027344,-24.494068145751953,-0.4933398962020874,0.45302772521972656,-8.347776412963867,-2.4312796592712402,-1.168312907218933,-0.2827465832233429
-1.6240030527114868,1.765350341796875,0.0009137686574831605,2.542919635772705,3.7226054668426514,1.129489541053772,-0.7321766018867493,-7.842836380004883,4.563412666320801,-1.4971102476119995,1.7470368146896362,-61.736083984375,-48.584938049316406,0.31426146626472473,0.14522646367549896,-11.987991333007812,-8.057196617126465,-1.8025197982788086,-1.545534372329712
4.896566867828369,4.6882500648498535,-11.047739028930664,4.316445827484131,9.036035537719727,2.0491809844970703,2.3543357849121094,-16.290016174316406,-8.096524238586426,-3.4589569568634033,2.535398006439209,-96.01210021972656,-93.06482696533203,0.5663599967956543,0.44766074419021606,-13.586270332336426,-10.377440452575684,-2.0065090656280518,-2.8271117210388184
3.5055689811706543,4.372890949249268,-10.263081550598145,2.6083977222442627,15.388420104980469,0.8743849992752075,1.8691632747650146,-19.108076095581055,-28.713912963867188,-5.549872398376465,2.8782267570495605,-122.2478256225586,-101.98574829101562,-0.22945702075958252,-0.11596065759658813,-15.253866195678711,-10.576912879943848,-1.9365657567977905,-2.049701690673828
0.642446756362915,3.3267385959625244,-8.745718955993652,2.671778917312622,15.36410140991211,-1.529420256614685,1.8493342399597168,-20.96135711669922,-33.1002082824707,-6.247735977172852,2.120056629180908,-135.5292510986328,-84.733154296875,-0.42941322922706604,-0.5274690985679626,-14.730812072753906,-8.221116065979004,-1.7201359272003174,-1.092044472694397
