left_hip_yaw,right_hip_yaw,torso,left_hip_roll,right_hip_roll,left_shoulder_pitch,right_shoulder_pitch,left_hip_pitch,right_hip_pitch,left_shoulder_roll,right_shoulder_roll,left_knee,right_knee,left_shoulder_yaw,right_shoulder_yaw,left_ankle,right_ankle,left_elbow,right_elbow
-9.424595832824707,7.916227340698242,-14.295451164245605,37.405208587646484,-16.686607360839844,9.626300811767578,9.448654174804688,35.8858528137207,-24.884063720703125,-15.475540161132812,-3.585336685180664,95.24488067626953,63.99336242675781,-4.422665596008301,4.978778839111328,-14.599742889404297,-17.037813186645508,3.340399742126465,3.4801125526428223
-16.239593505859375,-15.236865997314453,45.53614807128906,35.318180084228516,-41.40443801879883,-13.583261489868164,-8.43664264678955,41.076622009277344,40.59092712402344,13.84013843536377,-4.662825584411621,-57.317665100097656,-76.335693359375,4.4472479820251465,-9.940605163574219,13.377923011779785,-10.145496368408203,4.434192657470703,-5.2965216636657715
11.277164459228516,-12.392132759094238,25.714004516601562,26.064258575439453,-30.751787185668945,17.506183624267578,-8.55003547668457,-59.368587493896484,-32.010658264160156,9.114441871643066,-3.2724804878234863,-101.74147033691406,-97.95095825195312,2.5825905799865723,-3.0229814052581787,4.708950996398926,10.328749656677246,-2.5689945220947266,2.16389799118042
20.375598907470703,-11.708388328552246,-24.14664077758789,-28.002403259277344,32.65980911254883,13.843852996826172,-7.71344518661499,-45.19816970825195,-51.05217742919922,9.02021312713623,2.4658308029174805,-126.84464263916016,-107.74851989746094,1.888202428817749,3.298008441925049,-3.0467395782470703,-22.789342880249023,-3.6655101776123047,-2.38027286529541
18.04647445678711,-15.025360107421875,-40.50375747680664,-31.918771743774414,52.767696380615234,8.104194641113281,-9.705224990844727,53.108585357666016,-60.53172302246094,9.580102920532227,8.18099594116211,-79.11393737792969,-128.34817504882812,1.5593855381011963,2.649141311645508,4.607417106628418,-22.873035430908203,-3.2055087089538574,-3.098783016204834
20.312877655029297,24.45883560180664,-44.99826431274414,-32.24260330200195,51.9919548034668,-11.33485221862793,10.549603462219238,54.534908294677734,-50.6973991394043,8.615913391113281,12.072711944580078,65.77928161621094,-138.41259765625,-1.7573566436767578,3.014127731323242,-7.406213760375977,-19.166889190673828,-3.819424629211426,-3.6337175369262695
25.770051956176758,33.47317123413086,-43.5439567565918,-32.02582550048828,37.304500579833984,-14.389230728149414,12.18104362487793,51.688629150390625,-39.92576599121094,7.164194107055664,14.103267669677734,-68.80722045898438,-134.4619598388672,2.2711434364318848,2.922424554824829,-15.966495513916016,-24.629962921142578,-5.435064315795898,-5.089373588562012
-21.193540573120117,29.750831604003906,-34.13771438598633,-36.573421478271484,31.085336685180664,-14.111008644104004,10.804296493530273,51.207366943359375,-41.89306640625,-8.363225936889648,13.804895401000977,-175.66256713867188,-166.48199462890625,3.0222883224487305,-4.484502792358398,36.04258728027344,-20.080190658569336,-4.121982574462891,-4.5444416999816895
-23.17344093322754,22.710636138916016,-22.87160873413086,-46.68416213989258,31.401594161987305,-12.887181282043457,8.514254570007324,-66.37652587890625,-40.30896759033203,-8.435417175292969,-11.559534072875977,-230.18344116210938,-181.65191650390625,3.301821708679199,-5.129864692687988,42.74502944946289,-22.61007308959961,-3.735474109649658,-5.061704635620117
-28.557064056396484,22.306961059570312,37.93363952636719,-67.46925354003906,34.273128509521484,-12.576618194580078,8.72300910949707,-79.54823303222656,-43.402687072753906,-9.143182754516602,-12.233524322509766,-278.59515380859375,-186.19686889648438,3.6816349029541016,-5.361815452575684,34.0984992980957,-20.573400497436523,-4.495870113372803,-5.195889472961426
-29.0637264251709,-19.306678771972656,43.213748931884766,-77.15071105957031,37.372989654541016,-17.766435623168945,-11.359046936035156,-82.93775177001953,-47.41067886352539,-10.672927856445312,-13.725377082824707,-300.0,-181.35763549804688,-2.9548697471618652,-5.508248805999756,-25.174619674682617,34.151973724365234,-5.064570426940918,-5.935611248016357
-30.806583404541016,-26.98927116394043,51.303855895996094,-78.40457153320312,36.07594680786133,18.644296646118164,-13.878622055053711,-77.9600601196289,-52.05818176269531,-12.474952697753906,-16.083641052246094,-300.0,-254.5809326171875,-2.539936065673828,-3.34519100189209,-27.19001579284668,41.18812561035156,-5.093637943267822,-6.197210311889648
-23.1494083404541,-28.33203887939453,67.40752410888672,-68.31822204589844,36.751060485839844,19.428081512451172,-13.274864196777344,-78.06952667236328,-57.54860305786133,-10.455068588256836,-16.528730392456055,-300.0,-270.221923828125,-3.351975440979004,-2.762716770172119,-29.51844024658203,-27.250152587890625,-2.8755669593811035,-7.3770751953125
-19.4160213470459,-37.150699615478516,57.97906494140625,-53.88072967529297,39.420745849609375,25.078475952148438,-11.27105712890625,-73.92423248291016,-67.03740692138672,-9.805868148803711,-11.564136505126953,-300.0,-300.0,-3.0776453018188477,-2.4699325561523438,-28.158676147460938,-29.429338455200195,-2.353947162628174,-7.764400482177734
23.43466567993164,-28.392169952392578,29.959508895874023,-41.34099578857422,35.78400421142578,13.108875274658203,-5.421138763427734,-58.88337707519531,-56.93698501586914,-8.132766723632812,6.621843338012695,-231.1344451904297,-300.0,-2.8502798080444336,2.2117972373962402,-22.713409423828125,-28.2569522857666,-2.2369072437286377,-8.351505279541016
22.833816528320312,-28.07420539855957,33.519901275634766,-27.125885009765625,26.492591857910156,11.20839786529541,7.459555625915527,-51.99350357055664,-50.896514892578125,7.877965927124023,8.16740894317627,-125.09251403808594,-257.537109375,-2.8451032638549805,2.741683006286621,-13.075947761535645,-28.86564826965332,-2.3239383697509766,-4.290706634521484
18.463035583496094,-23.092529296875,28.47098731994629,19.846572875976562,-21.283872604370117,9.722990989685059,9.02460765838623,-49.60451889038086,-41.3531494140625,6.847194194793701,10.741016387939453,-92.96643829345703,-206.26995849609375,-1.8723509311676025,3.0251359939575195,11.896076202392578,-22.30211639404297,-2.600583076477051,-2.3011937141418457
26.936363220214844,-19.08575439453125,-41.10205841064453,18.903493881225586,-22.943336486816406,-14.257570266723633,9.627243041992188,51.27423858642578,-38.206336975097656,5.96619176864624,11.193073272705078,-173.603271484375,-173.76002502441406,1.6705048084259033,2.984837532043457,15.842744827270508,-14.324956893920898,-3.7168006896972656,1.9179306030273438
26.91135025024414,21.19389533996582,-39.534976959228516,22.165462493896484,-27.654878616333008,-21.11824607849121,10.503239631652832,63.29275894165039,-40.65857696533203,5.378944396972656,9.388776779174805,-198.5005645751953,-147.69815063476562,2.241098403930664,2.844094753265381,19.071332931518555,-13.039608001708984,-4.326569557189941,-3.0419511795043945
