lin_vel_xy_yaw,ang_vel_z_world
0.5901236534118652,0.4602053463459015
0.5944501161575317,0.868685245513916
0.6096526384353638,0.824544370174408
0.6120643615722656,0.798164427280426
0.6064455509185791,0.8321345448493958
0.6269916296005249,0.836532711982727
0.6385506391525269,0.7331206798553467
0.6752771139144897,0.9328299760818481
0.6995013356208801,0.9668139815330505
0.7101951241493225,0.9641861319541931
0.7142965793609619,0.9653153419494629
0.7163136005401611,0.9812630414962769
0.7222346663475037,0.9805372357368469
0.7323981523513794,0.9784923791885376
0.7438703179359436,0.9695688486099243
0.7541288733482361,0.9521098732948303
0.7645757794380188,0.9479631781578064
0.7722486257553101,0.9491507411003113
0.7743273377418518,0.9637427926063538
0.7773658037185669,0.9795296788215637
0.78353351354599,0.9753997921943665
0.7952623963356018,0.9643320441246033
0.8082722425460815,0.9634485840797424
0.8169870972633362,0.9720168113708496
0.8238212466239929,0.9680991768836975
0.8316367864608765,0.9618632793426514
0.8431079983711243,0.9485939145088196
0.8524546027183533,0.9592054486274719
0.8533504009246826,0.9715371131896973
0.8516368269920349,0.9719346761703491
0.8513792157173157,0.9688950777053833
0.8504841923713684,0.9680391550064087
0.8522571921348572,0.9698557257652283
0.856948971748352,0.968578577041626
0.862372636795044,0.9718105792999268
0.866284191608429,0.9697061777114868
0.8688403964042664,0.9763848781585693
0.8736149668693542,0.9770153164863586
0.8788387179374695,0.9795088768005371
0.8822329044342041,0.9820314049720764
0.8832854628562927,0.9810224175453186
0.8841053247451782,0.9794231653213501
0.8866279125213623,0.9783749580383301
0.8906531929969788,0.9796610474586487
0.894287645816803,0.980312168598175
0.8972720503807068,0.9807607531547546
0.8988276720046997,0.9797375202178955
0.9006143808364868,0.9793451428413391
0.9032382369041443,0.9773060083389282
0.9053771495819092,0.9764506220817566
0.9052354693412781,0.9759467840194702
0.9030651450157166,0.9768204092979431
0.9001555442810059,0.9771152138710022
0.8990247845649719,0.9793006777763367
0.9019190669059753,0.9781726598739624
0.9065285921096802,0.9779386520385742
0.9106337428092957,0.9787983298301697
0.9131462574005127,0.9776239991188049
0.9139053821563721,0.9749919176101685
0.9133347868919373,0.9750633835792542
0.9118490815162659,0.975674033164978
0.9101489186286926,0.9757734537124634
0.9088695049285889,0.9758797287940979
0.9079868793487549,0.9764230251312256
0.9076183438301086,0.9758303761482239
0.9072552919387817,0.9785245060920715
0.9067220091819763,0.979292094707489
0.9071003198623657,0.9808743000030518
0.9094231724739075,0.9789906144142151
0.9122364521026611,0.9782601594924927
0.9147850871086121,0.9788519144058228
0.9158577919006348,0.9793698191642761
0.9159019589424133,0.9793640971183777
0.9144244194030762,0.978126585483551
0.9126411080360413,0.9778347015380859
0.9114852547645569,0.9789724946022034
0.9117192625999451,0.9798080325126648
0.9124819040298462,0.9798052310943604
0.9130373001098633,0.9791051149368286
0.9134576916694641,0.9810875654220581
0.9137925505638123,0.9817295074462891
0.9144573211669922,0.98196941614151
0.9156966209411621,0.98121178150177
0.9175193309783936,0.9817020297050476
0.9185737371444702,0.9820080399513245
0.91862952709198,0.9819969534873962
0.9175611734390259,0.981112539768219
0.9157544374465942,0.9801302552223206
0.915136992931366,0.9796470403671265
0.915645182132721,0.9812185168266296
0.9171369075775146,0.9818041324615479
0.9188504815101624,0.9814046025276184
0.9198636412620544,0.9816062450408936
0.9197766780853271,0.9828599095344543
0.918809711933136,0.9827845692634583
0.9181210398674011,0.9833673238754272
0.9183204174041748,0.9827554225921631
0.9193511009216309,0.9818943738937378
0.9202024936676025,0.9814304709434509
0.9201124310493469,0.9810447096824646
0.9199138879776001,0.9816049337387085
0.9195248484611511,0.9816132187843323
0.9195652008056641,0.9818302989006042
0.9204063415527344,0.9829727411270142
0.9213449954986572,0.9831200838088989
0.9216977953910828,0.9831568598747253
0.9222832918167114,0.9834133386611938
0.9218072295188904,0.9832091927528381
0.9213842153549194,0.9826297760009766
0.9208829402923584,0.9834403991699219
0.9207648634910583,0.9836750626564026
0.9213893413543701,0.9825745820999146
0.9225542545318604,0.9833067655563354
0.9228294491767883,0.9831648468971252
0.9221411347389221,0.983993411064148
0.9218257665634155,0.9841123223304749
0.9219449162483215,0.983208954334259
0.9225789904594421,0.9833004474639893
0.9236525893211365,0.9831127524375916
0.9248641729354858,0.9836732149124146
0.9250804781913757,0.9838012456893921
0.9242743253707886,0.9831570386886597
0.9236631393432617,0.9836835265159607
0.9228688478469849,0.9840514659881592
0.9225185513496399,0.9851413369178772
0.9233486652374268,0.9848058819770813
0.9242498874664307,0.9842520356178284
0.9246828556060791,0.9846220016479492
0.9242697358131409,0.9835830926895142
0.9244681000709534,0.9839274883270264
0.924857497215271,0.9831522703170776
0.9259099960327148,0.9824942350387573
0.9264549612998962,0.9822618365287781
0.9268504977226257,0.9837453961372375
0.9265954494476318,0.9847573041915894
0.9258568286895752,0.9848353862762451
0.9252994656562805,0.9853752255439758
0.9250312447547913,0.9851037263870239
0.9253364205360413,0.9838449954986572
0.9254785180091858,0.9846684336662292
0.9256767630577087,0.9844011068344116
0.9258430600166321,0.984052300453186
0.9262142777442932,0.9843496084213257
0.9269512295722961,0.9842853546142578
0.927402913570404,0.9842002987861633
0.9277106523513794,0.9848871827125549
0.9274159669876099,0.9848045110702515
0.9274707436561584,0.9846814274787903
0.9276763200759888,0.9850606918334961
0.9276096820831299,0.9851083755493164
0.9272740483283997,0.9851353168487549
0.9265698790550232,0.9851571917533875
0.9263063073158264,0.9858931303024292
0.9265429377555847,0.9844327569007874
0.9273223280906677,0.9832139015197754
0.9275991916656494,0.9839513301849365
0.9280069470405579,0.9838347434997559
0.9278430342674255,0.9843931198120117
0.927451491355896,0.9838955998420715
0.9278491139411926,0.984027087688446
0.9285996556282043,0.985997200012207
0.9291958212852478,0.9861152172088623
0.9290597438812256,0.9856559634208679
0.9281942248344421,0.9849863648414612
0.9279776811599731,0.9846571087837219
0.9276034235954285,0.9839847087860107
0.9273557066917419,0.9841455817222595
0.9273748993873596,0.9856162071228027
0.9274862408638,0.986024796962738
0.9278440475463867,0.9863324165344238
0.9280415177345276,0.9864147305488586
0.928950309753418,0.986868679523468
0.9294209480285645,0.9861968159675598
0.929000735282898,0.9862108826637268
0.9291300773620605,0.9860305190086365
0.9294263124465942,0.9854828119277954
0.9295430779457092,0.9858186841011047
0.9292698502540588,0.9861847162246704
0.9291307330131531,0.9861140847206116
0.9287495017051697,0.9868787527084351
0.928225040435791,0.9869011044502258
0.9280213117599487,0.9867066740989685
0.9282401204109192,0.9866491556167603
0.928661584854126,0.9869464635848999
0.9288726449012756,0.9868492484092712
0.9285888671875,0.9868884682655334
0.9289187788963318,0.986996591091156
0.9292297959327698,0.9863337278366089
0.9301783442497253,0.9864640235900879
0.9308522343635559,0.987373948097229
0.930672824382782,0.98741614818573
0.9297912120819092,0.987332820892334
0.9292017817497253,0.986734926700592
0.9283052682876587,0.9870527386665344
0.9278405904769897,0.9880200624465942
0.9276209473609924,0.9879910945892334
0.9283663034439087,0.9882842302322388
0.9290663599967957,0.9875110387802124
0.9295127987861633,0.9866759181022644
0.9298747181892395,0.98680579662323
0.930306613445282,0.9873591661453247
0.9305582046508789,0.9877862930297852
0.9310483932495117,0.9871298670768738
0.931111752986908,0.9864600300788879
0.9304391741752625,0.9867739677429199
0.929555356502533,0.9856962561607361
0.9288477301597595,0.9858636260032654
0.9283998012542725,0.9857786893844604
0.9282664060592651,0.9844038486480713
0.9288806319236755,0.9855833053588867
0.9292023181915283,0.9871381521224976
0.9290788769721985,0.9869136810302734
0.9292994141578674,0.9826597571372986
0.9296458959579468,0.9849660396575928
0.9305457472801208,0.9845290780067444
0.9310488700866699,0.9795666933059692
0.9311551451683044,0.9767489433288574
0.9304617047309875,0.9749003648757935
0.9297243356704712,0.9755102396011353
0.9290749430656433,0.9782822132110596
0.9286538362503052,0.9795712232589722
0.928391695022583,0.9832684993743896
0.9281728863716125,0.9838453531265259
0.9284139275550842,0.9822593927383423
0.9289276003837585,0.9805974364280701
0.9297977685928345,0.9772188663482666
0.9297954440116882,0.9809399247169495
0.9297159910202026,0.9819797277450562
0.9297683238983154,0.9769927263259888
0.9298242926597595,0.9792376756668091
0.9301373958587646,0.9790263175964355
0.9300055503845215,0.9812052249908447
0.9291166067123413,0.9827429056167603
0.928621768951416,0.9810960292816162
0.9287369251251221,0.9638003706932068
0.9290022850036621,0.9598381519317627
0.9292055368423462,0.9730523824691772
0.9293312430381775,0.9786155819892883
0.9290266036987305,0.9842842817306519
0.9288105368614197,0.9840415716171265
0.9292494058609009,0.9850435853004456
0.9298719167709351,0.9847092032432556
0.9303935766220093,0.980437159538269
0.9305208325386047,0.9734095335006714
0.9303907752037048,0.9690665006637573
0.9299644827842712,0.9571166634559631
0.9300463199615479,0.976407527923584
0.9297586679458618,0.9875538945198059
0.9293581247329712,0.9872187376022339
0.9293415546417236,0.9865201711654663
0.9292069673538208,0.981148362159729
0.9287883043289185,0.9740715622901917
0.9288941025733948,0.9710483551025391
0.9292475581169128,0.9759511351585388
0.9297803044319153,0.9860312938690186
0.9303185939788818,0.9880044460296631
0.930712103843689,0.9841389656066895
0.9305074214935303,0.9830175042152405
0.9301829934120178,0.98401939868927
0.929898202419281,0.9853019714355469
0.9296960234642029,0.9836844205856323
